,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Class
809,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05580433589267068,0.5439509973045822,0.9142394651866801,0.1245862898376428,0.2394,0.381,0.0,0.9716934512460804,0.7547306986482705,0.9355263157894738,0.41023412461296105,0.458737854106106,1.0,0
326,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7491961414790997,0.34112698652291107,0.9280024200867197,0.008813219829744617,0.7745535714285715,0.7527322404371585,0.0,0.3801464291400131,0.3578899733679369,0.2615586916195083,0.46381197357139253,0.5087829074115124,0.2735222001230033,1
1012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.16081249483049184,0.5353007008086254,0.7498234106962663,0.05243570855882942,0.4211,0.6353,0.0,0.7748879756362417,0.6248315512885552,0.735314091680815,0.32098430115704274,0.2858936498810334,1.0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.45803558850973425,0.5654240862533693,0.27175557124130284,0.020613399478853475,0.898538961038961,0.5329970575872215,0.0,0.4043936599908359,0.5099055717042171,0.23481344072134688,0.13557270388863674,0.5005521473754962,0.5738796738082051,1
613,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.019201491920058725,0.29604367654986524,0.4499344559846728,0.007404139106033272,1.0,0.6997688104245482,0.0,0.2818581899862656,0.3273345826074883,0.16413459506422146,0.22474403591062694,0.4718969087315885,0.11734473307715909,1
789,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.05840453792351197,0.5539242803234501,0.8808158728557013,0.13119092002405291,0.2307,0.3911,1.0,0.9855333508765514,0.7619733832188113,0.985653650254669,0.5214840567113912,0.4808389690176306,1.0,0
495,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.16211259584591248,0.5858794932614555,0.22053040233941718,0.02941957306073361,0.10146103896103896,0.6691887347625053,1.0,0.6670553363138463,0.5336621385511405,0.5323690328034376,0.8896958692691784,0.4981642108218373,1.0,1
338,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1397709003215434,0.3270829757412399,0.5798124432792175,0.003705558337506259,0.5772118506493507,1.0,1.0,0.3148008416286036,0.25005962410647126,0.25341066522647754,0.7099914258334594,0.4864785638571231,0.14670693880882388,1
824,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05580433589267068,0.6020606361185984,0.9941959031281533,0.12238474644217277,0.2834,0.4724,0.0,0.968716090837113,0.7520666584453191,0.9477928692699492,0.4536368080830029,0.4560450745881501,1.0,0
164,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5821945337620579,0.4105328948787062,0.044872441262478566,0.47598353156450135,0.9571834415584416,0.13902900378310215,0.0,0.7648238491674112,0.8907421914430854,0.3468429332895015,0.022091087910425154,0.49706779275250823,1.0,1
28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9208199356913184,0.33605254793940037,0.18685086215589392,0.0033165599268069534,0.3058035714285714,1.0,1.0,0.37063776307172597,0.2156191286247017,0.3502007654918168,0.9065920209814898,0.5043333112918497,0.25039448173005224,1
516,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.021801693950900015,0.5279733908355796,0.7345971563981043,0.009505612347163761,0.8209212662337663,0.8999579655317361,1.0,0.3850238605724952,0.36445865050111326,0.30025594665038624,0.6325717455994352,0.4422255268733577,0.4105458268707724,1
193,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.15012057877813506,0.31863621563342315,0.81667843097711,0.005007511266900349,0.843851461038961,1.0,0.0,0.3301127780109039,0.32038220736237066,0.2240589851363092,0.4081303273314168,0.3623058630668559,0.16344023884945005,1
670,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.05090395514223903,0.2494338436657682,0.35244291624621593,0.009605682501503307,0.9435876623376623,0.5454,0.0,0.3409070934762331,0.3943848332157451,0.18273181956935214,0.10575139146567716,0.48033089741046914,0.16680794703372703,1
169,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08762057877813505,0.5809946199460916,0.017948976504991433,1.0,0.9291801948051949,0.06715006305170239,0.0,0.8029637638115744,1.0,0.3502007654918168,0.008624602814344079,0.4934645681110462,1.0,1
901,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.055704328122253705,0.35618867924528297,0.40097717457114024,0.10076959310483062,0.7474,0.5327,0.0,0.879635221616342,0.7225135724605777,0.7452886247877759,0.1316204030637188,0.17586268508267688,1.0,0
173,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5253215434083602,0.5576897035040431,0.09629928405767874,0.07671507260891337,0.8968141233766234,0.21185372005044137,0.0,0.5078791621464085,0.6728549005130552,0.24453471716721067,0.047813587532153125,0.5456227215276195,0.9967375326964817,1
518,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.01890146860880781,0.41928495956873313,0.6639104567913683,0.008004560032070555,0.7970779220779222,0.944724674232871,1.0,0.3843442184876411,0.340737541216648,0.2947613121375068,0.6679275735108691,0.46295484844554635,0.32656360402536555,1
790,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.055704328122253705,0.5107745660377359,0.9638745005045408,0.13299218280216474,0.2297,0.3633,1.0,0.9876900205113702,0.7636044310918836,0.9710526315789474,0.4763974143082188,0.4739800023209506,1.0,0
604,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2757214230395933,0.19386840970350405,0.4238176868004437,0.0037015433954700337,0.3912337662337662,1.0,1.0,0.3301127780109039,0.23401027821778345,0.26911968441073564,0.7880163413527009,0.4581789753382284,0.14670693880882388,1
491,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.18251418101097489,0.5318405822102426,0.12009680346879098,0.013708558829424735,0.10622970779220779,0.8973308112652375,1.0,0.5986313699475095,0.41938241474870175,0.5156268344800056,0.9399303979422,0.4130622166222883,1.0,1
73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8114951768488746,0.24780167390613414,0.2518906927498235,0.0050320219579139975,0.354301948051948,1.0,1.0,0.41930580691145736,0.25829048662582316,0.3502007654918168,0.8740101881273011,0.51732854770368,0.3797102488084865,1
1085,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06040469333185142,0.3948605929919138,0.34453733602421793,0.12528678091801965,0.6429,0.4097,0.0,0.9006393841398688,0.7558023617149535,0.7516129032258064,0.10098321473192458,0.17751566495881158,1.0,0
234,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.16036977491961416,0.35486569272237195,0.8220227891499445,0.008813219829744617,0.893161525974026,1.0,0.0,0.40163511270525176,0.3881254600047066,0.26911968441073564,0.41080344984112577,0.37663348238880984,0.36276646700634296,1
214,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7543207395498392,0.44716944474393533,0.9160028234345063,0.007310966449674512,0.7970779220779222,1.0,0.0,0.33744891463271093,0.3339236930835779,0.24453471716721067,0.4578100569929894,0.44420700614128744,0.20353701441849767,1
813,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.055704328122253705,0.5901537574123988,0.945861786074672,0.12438614952896371,0.2174,0.3678,1.0,0.9814025465197441,0.7547306986482705,0.9623089983022072,0.48612091911565,0.4603128760883066,1.0,0
132,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1132435691318328,0.31783027863121094,0.7983261066854896,0.0050320219579139975,0.8872767857142857,1.0,1.0,0.31326165220114,0.25829048662582316,0.23481344072134688,0.6006960205779998,0.4700731425697517,0.14249730357847767,1
629,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.16411275125425193,0.5458845929919137,0.3045275789049108,0.005903086790940068,0.3235592532467532,0.9015342580916351,1.0,0.3801464291400131,0.29641558814402985,0.34339117571089767,0.8476824532203561,0.6546502658275751,0.40191607464856266,1
807,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05010389297890324,0.5088409703504043,0.9770838244197779,0.1245862898376428,0.2246,0.3654,0.0,0.9865136338397555,0.7547306986482705,0.9477928692699492,0.4443478733228312,0.45584184594528554,1.0,0
185,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6583601286173634,0.4406562803234501,0.48411818090148234,0.011417125688532799,0.3727678571428571,0.8713745271122321,1.0,0.5053804780109157,0.4209761012913393,0.3835677554183201,0.7578554496393808,0.5309348294837531,0.9811618823442007,1
41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.914991961414791,0.4290708761521348,0.09065241504487244,0.007548032936870996,0.13423295454545453,1.0,1.0,0.526205629227606,0.30553987663026755,0.481179702726184,0.9546577898824835,0.5132527690108787,0.9978100919711658,1
108,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7968247588424437,0.5963555461383621,0.5874760512251689,0.016582799634034768,0.6231737012987013,0.7080706179066835,0.0,0.3829649448448491,0.4083747746153561,0.2615586916195083,0.2934886770565391,0.5995529526367152,0.4452753175211286,1
728,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6691519918599633,0.35160911051212934,0.9090357921291625,0.006503507716977349,0.765827922077922,0.9167,1.0,0.3350701673357217,0.31265515174983716,0.24453471716721067,0.5084579286259958,0.7213092606871621,0.17627962630200597,0
788,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.055704328122253705,0.897290167115903,0.28869792129162464,0.4960467027460413,0.7505,0.3401,0.0,0.9782394457071075,0.9657834522279388,0.9775891341256366,0.07067195393557499,0.47819699666039095,1.0,0
1007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.057404460219342236,0.5698001185983828,0.48843891019172553,0.13049042894367607,0.5345,0.537,0.0,0.9109131137624275,0.7618680846359525,0.8232173174872666,0.1790971807268184,0.16098586619746474,1.0,0
483,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.43683394118133606,0.567561218328841,0.1468185943329636,0.008104630186410102,0.19896509740259738,1.0,1.0,0.4869301943544363,0.340737541216648,0.4442905111888604,0.9265647853936552,0.3503661802985609,0.9848453131707536,1
468,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.41263206074042874,0.6288256711590297,0.3605929212463447,0.010306173581880136,0.33928571428571425,0.9065783942833123,1.0,0.43777608004102064,0.37509591923854163,0.37870711719538824,0.8196903212790639,0.4577725180524992,0.8836035858809274,1
24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.31059083601286175,0.4044920012713211,0.2208329131793889,0.013494967978042085,0.9154829545454545,0.5329970575872215,0.0,0.31519895827980393,0.4083747746153561,0.16413459506422146,0.1101023856357492,0.6073735527117612,0.14297949291573456,1
572,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.11950928564828218,0.5416103288409704,0.9469597660582838,0.012607787131689717,0.31747159090909083,0.573139974779319,1.0,0.4043936599908359,0.4031783087053526,0.30025594665038624,0.5263529530438292,0.475504217142435,0.5431493366266779,1
587,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.28872243319379975,0.34529948247978437,0.43279217505293943,0.011106734816596513,0.8397930194805194,0.5621059268600253,0.0,0.33744891463271093,0.3850240367268081,0.19844083875361024,0.21611943309628284,0.3470637148520113,0.1785949256786964,1
1043,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06040469333185142,0.49795177358490567,0.3984754086781029,0.13049042894367607,0.5742,0.4897,0.0,0.905237416977937,0.7618680846359525,0.7857809847198642,0.13026237166603294,0.1724848566401408,1.0,0
851,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06130476326560417,0.46436826954177896,0.9619731584258324,0.10767443375425935,0.2705,0.4377,1.0,0.9777111465296985,0.7329921305921867,0.9332342954159594,0.4774295181704601,0.4577725180524992,1.0,0
366,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.42803702425876006,0.1123323585761823,0.007604279414712366,0.3157467532467532,0.9910676754939051,1.0,0.5589522658758828,0.36445865050111326,0.4856411580998896,0.9438139910223433,0.3188149334938326,0.9998947591192413,1
722,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3500271964594039,0.5199337035040431,0.5710972552976792,0.03532371216676688,0.5317573051948052,0.7179,0.0,0.5288481194114647,0.5573832478356058,0.3398220114119332,0.2249809014514897,0.5106627723580099,0.9991580729539308,1
928,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06900536158771106,0.458058641509434,0.37736050454086784,0.09846797955502103,0.6888,0.5,0.0,0.84412711502876,0.7146990545319202,0.7247877758913412,0.1188005866695638,0.1650823815426681,1.0,0
383,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.07134244372990353,0.29176941239892185,0.23363920540486033,0.0037015433954700337,0.4536323051948052,0.9595418242959227,1.0,0.36947205051318754,0.23401027821778345,0.32824570878437076,0.8831391536793262,0.40335804892550403,0.22753193523147106,1
454,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8687675016122405,0.3816307277628032,0.5966522133709791,0.008104630186410102,0.6262175324675325,1.0,1.0,0.39879660752733187,0.340737541216648,0.30549228637847226,0.7015685681141878,0.41316383094372067,0.3661341751906199,1
264,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.29260450160771706,0.4126700269541779,0.7012201270545528,0.01842764146219329,0.8155438311688312,0.6886296763345944,0.0,0.46040416357204406,0.4600959489303826,0.30025594665038624,0.3503807938669491,0.4494401436950508,0.7926754649054494,1
715,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.03220250207426516,0.5688842048517521,0.6095243794147326,0.029319502906394065,0.9308035714285714,0.9615,0.0,0.4945461835994186,0.5299390944930406,0.32824570878437076,0.24593473753137618,0.374296352995867,0.9915807295393075,1
839,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.05560432035183673,0.41562130458221025,0.9736814228052473,0.10497253958709159,0.296,0.4903,1.0,0.9797735488017554,0.7289072689476612,0.9260611205432937,0.47107393122929003,0.46178628374907493,1.0,0
444,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8855688070422918,0.7854469218328841,0.514470101845316,0.031220835838845457,0.622463474025974,0.47456914670029426,0.0,0.4710985316719535,0.5723463391929217,0.3398220114119332,0.25697281484843904,0.5249395845192476,0.999684277357724,1
395,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9952773311897107,0.3053045822102426,0.8991630533427448,0.004602174784525957,0.898538961038961,1.0,1.0,0.3234762729470348,0.29641558814402985,0.23481344072134688,0.5502597468099057,0.39050383726431837,0.1532318734158605,1
176,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.583701768488746,0.3331890673854448,0.13865080165372592,0.033850776164246366,0.9594155844155844,0.35781841109709966,0.0,0.4343778696167503,0.5495843916065092,0.19844083875361024,0.06899682251475263,0.5270749750125526,0.5327304894315711,1
18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05345659163987138,0.4708125860790338,0.32772007663607944,0.0033165599268069534,0.36586850649350644,0.944724674232871,1.0,0.30273033927581605,0.2156191286247017,0.2947613121375068,0.8360821102536945,0.5636197440585009,0.1404610986825752,1
828,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05560432035183673,0.426612269541779,0.9062338143289607,0.020012978552816196,0.3085,0.5079,1.0,0.6337620832789564,0.4774573943250844,0.6388370118845501,0.5077407789668097,0.5032957340541684,0.9840033861246844,0
701,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5712443846217472,0.5720390188679245,0.5290675882946518,0.011807225896973342,0.7693790584415585,0.5625,0.0,0.32883345173353157,0.3943848332157451,0.2240589851363092,0.2020626432391138,0.5086812930900801,0.23163632958105856,1
61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.42926045016077174,0.23349931136772967,0.3459715639810427,0.00926349496797804,0.512987012987013,1.0,1.0,0.4667207929764873,0.33030907963332035,0.3682344377392162,0.8269531447016695,0.47190428951869134,0.7448757146408154,1
272,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2814509646302251,0.43424488409703504,0.4238176868004437,0.007411116675012519,0.34770698051948046,1.0,1.0,0.4592647636062593,0.36863718425778397,0.36257543381783175,0.7880163413527009,0.38186661994257315,0.8056200932387639,1
1051,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06040469333185142,0.502124269541779,0.3738580322906156,0.12528678091801965,0.5797,0.4025,0.0,0.8894316790970773,0.7558023617149535,0.7666383701188455,0.11689934271280349,0.17205364449854044,1.0,0
278,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.28979099678456594,0.3772546954177897,0.3903398205102349,0.008512769153730596,0.3373579545454545,0.9761454392601933,1.0,0.49608537302688216,0.3881254600047066,0.3835677554183201,0.8048116205174761,0.40478064942555614,0.9428542017480502,1
723,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.36622845526695347,0.3975065660377359,0.5710972552976792,0.019912908398476648,0.5114650974025974,0.7273,0.0,0.45078922701866747,0.471221371062436,0.28273886397257375,0.2249809014514897,0.5088337145722286,0.711008541436733,1
368,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.4093116765498652,0.1103156196430372,0.007604279414712366,0.30103490259740256,0.9912778478352249,1.0,0.5631500552235108,0.36445865050111326,0.4873787775612276,0.9448731527714732,0.31419148186866314,0.9998947591192413,1
761,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.8003621866470313,0.174939525606469,1.0,0.005102525556223691,0.8872767857142857,1.0,0.5,0.3084841681340776,0.27829677372794354,0.21206001831544838,0.45885626978063954,0.6759384661676414,0.12607972618012747,0
706,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3979309184891337,0.47139027493261454,0.9499646821392532,0.014008769292443374,0.5193790584415584,0.8636,0.0,0.4254825540943957,0.41938241474870175,0.30025594665038624,0.43157262905162064,0.44999902246292844,0.6072410330086989,1
665,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.46723630338809574,0.5800787061994609,0.6664645711402624,0.019012277009420726,0.42725243506493504,0.4865,0.0,0.4275814487682097,0.46561907619405707,0.2947613121375068,0.2769835206809997,0.542468054966319,0.7609979597970942,1
547,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.11700909138785788,0.35964879784366577,0.36311384491277604,0.004502104630186409,0.4032061688311688,1.0,1.0,0.35050204055652573,0.25773138750224867,0.30025594665038624,0.8183789781610935,0.4466965570163787,0.20490514586836017,1
754,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.6619514323899413,0.18847469541778977,0.7498234106962663,0.00580301663660052,0.898538961038961,0.9231,1.0,0.35250098786491996,0.29641558814402985,0.25341066522647754,0.5952744734257339,0.6673520560066122,0.1738590860445569,0
774,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.4664036334231806,0.9288497780020181,0.160111194628182,0.2268,0.3616,0.0,1.0,0.7921123113081916,0.9792757048792841,0.4181650279754468,0.476520360356758,1.0,0
456,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9292722027145088,0.5731584690026954,0.6302309166078451,0.013308278212066546,0.5878652597402597,0.966057166876839,1.0,0.4427934377850903,0.41147537832054665,0.3468429332895015,0.6847732889494124,0.2744094750279188,0.8487688543498124,1
393,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.363846463022508,0.4749521617250674,0.52939396995059,0.0040017538584886745,0.565137987012987,1.0,1.0,0.3248555465898269,0.27829677372794354,0.27616408763237604,0.7352095627175065,0.418752618622497,0.18838232758925133,1
782,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05850454569392894,0.49937652830188684,0.9281492835519677,0.12848902585688513,0.2274,0.3801,1.0,0.9871326789203496,0.7586049147852922,0.9719864176570459,0.49579010266717366,0.4729130519459115,1.0,0
825,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.05580433589267068,0.6115250781671159,0.9941959031281533,0.12318530767688914,0.2633,0.4444,0.0,0.9674736798298498,0.7529546718463029,0.9488539898132429,0.4536368080830029,0.45919511855255135,1.0,0
375,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5193930868167203,0.36799378975741237,0.49581526671372395,0.009405542192824213,0.9435876623376623,1.0,1.0,0.4769354578124649,0.3943848332157451,0.35961678446474277,0.7520048418822818,0.44552799231990736,0.8555042707183664,1
412,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.16809385159010598,0.4035108894878706,1.0,0.00720399879735418,0.864752435064935,1.0,0.5,0.3653142401117274,0.3530413153896068,0.2615586916195083,0.4998234730418117,0.4218518554261821,0.2542631189441695,1
74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8508842443729904,0.4202775717766713,0.3423414339013815,0.0050320219579139975,0.49269480519480513,1.0,1.0,0.3726503767335345,0.25829048662582316,0.319745462230258,0.8287688505573209,0.5553691488364922,0.2764689447842457,1
1047,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06050470110226838,0.5091462749326146,0.4152872754793138,0.12178432551613548,0.5993,0.4259,0.0,0.8927604632871372,0.7513053602390404,0.7805178268251274,0.13938834265848224,0.16177642179039872,1.0,0
500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9411731273941286,0.41236472237196764,0.9439346576585661,0.009705752655842854,0.7693790584415585,1.0,1.0,0.41558776491784394,0.3943848332157451,0.2947613121375068,0.527866041256872,0.32140609869035625,0.4804257716945194,1
688,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.983476414280508,0.5441545336927224,0.5621909687184662,0.008805121266786932,0.5451501623376623,0.75,0.0,0.32883345173353157,0.3850240367268081,0.2240589851363092,0.2201244134017243,0.4817026907498052,0.21942838741305457,1
114,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4921623794212219,0.6176501748066532,0.31350206715740647,0.010750228728270814,0.2837865259740259,0.957124842370744,1.0,0.4572058478786132,0.351559347589043,0.3926315542301641,0.8432440611287638,0.627020156870811,0.9327510771952194,1
417,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3915304211824475,0.31497256064690027,0.4718160734092972,0.0054027360192423326,0.6195211038961039,1.0,1.0,0.39585815498399224,0.31265515174983716,0.3104703313217649,0.7640086750390882,0.36443976381693416,0.3168814429955693,1
89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.22068015679627082,0.3697690833921549,0.006404391582799635,0.6618303571428571,1.0,1.0,0.4601243109488688,0.3184540266097902,0.3534177096296992,0.8150501840923994,0.517623893985767,0.6137659676157355,1
1071,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.057404460219342236,0.509655115902965,0.41198494450050455,0.1296898677089597,0.6413,0.5105,0.0,0.9051895208025404,0.7610314331985734,0.790874363327674,0.13759574121353685,0.16716657356040313,1.0,0
498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3669285096598723,0.4047321078167116,0.4692951497428658,0.01050631389055923,0.6739042207792207,0.6766498528793611,0.0,0.366153797981253,0.41147537832054665,0.2240589851363092,0.2343773642003329,0.40320562744335553,0.2572098636054118,1
750,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6215482931414844,0.2313191051212938,0.9090357921291625,0.00720399879735418,0.9154829545454545,1.0,0.0,0.3494825774292446,0.3273345826074883,0.23481344072134688,0.4092546109352832,0.6551075302740205,0.17627962630200597,0
757,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.6388496374236207,0.0989186846361186,0.8888215237134208,0.005102525556223691,0.8872767857142857,1.0,1.0,0.32619484128645104,0.27829677372794354,0.2240589851363092,0.5194805194805194,0.6792409316141911,0.13418327399854393,0
11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.03265675241157556,0.3961224706006993,0.10124029444388424,0.002516010978956999,0.23904220779220778,0.9776166456494325,1.0,0.3804042845147152,0.17582765249985027,0.3904477892314556,0.9493619811368336,0.5703229737964656,0.2984108967082861,1
396,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.412648803634528,0.2696857142857143,0.49581526671372395,0.005202595710563238,0.4465300324675324,1.0,1.0,0.39703753389594487,0.31265515174983716,0.30549228637847226,0.7520048418822818,0.41834616133676783,0.301095310881771,1
649,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.02130165509881515,0.185014576819407,0.12917212866794392,0.012307576668671076,1.0,1.0,0.0,0.310103315453877,0.4340618456063529,0.1120294925681546,0.06425581278055176,0.47570744578529967,0.12807930291454192,1
970,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.14751146136503449,0.6787938544474393,0.9739816347124117,0.05463725195429946,0.3304,0.554,1.0,0.7710236513613938,0.6240506465594924,0.8007215619694398,0.47091096746156774,0.28855279142090223,1.0,0
42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.914991961414791,0.44019493590422715,0.07865281839265907,0.008348581884720952,0.09912743506493507,0.9850777637662884,1.0,0.551523977601064,0.3184540266097902,0.5032052034658463,0.9606597064608867,0.5750392112234899,0.9998905045985583,1
167,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6457998392282959,0.6527411967654986,0.12463446606836744,0.1193961573650503,0.7666396103896104,0.13934426229508196,0.0,0.5618307499999705,0.6871564249669582,0.30025594665038624,0.06198618046098755,0.5224085037555772,1.0,1
416,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9999223018677434,0.19010298652291105,0.5346374911767672,0.003501403086790939,0.5772118506493507,1.0,1.0,0.33744891463271093,0.25773138750224867,0.2615586916195083,0.7325868764815656,0.35117909487001936,0.15438952310420573,1
576,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.07660595213940097,0.4569391913746631,0.49581526671372395,0.004502104630186409,0.7745535714285715,1.0,1.0,0.310103315453877,0.25773138750224867,0.26911968441073564,0.7520048418822818,0.45274260914160047,0.16228258916110483,1
927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.07070549368479959,0.3885509649595687,0.37255711402623615,0.09216355983162958,0.6848,0.5402,0.0,0.8404992748875516,0.7040784142561538,0.7097198641765705,0.11619316638600684,0.16831647260467072,1.0,0
695,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2771215318254309,0.6654622210242588,0.9285495660948536,0.009605682501503307,0.6956168831168831,0.9286,0.0,0.3234762729470348,0.36445865050111326,0.2615586916195083,0.41989523081960056,0.5122886015009266,0.2735222001230033,1
426,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.39133040564161353,0.4579568733153639,0.6218614500352929,0.008805121266786932,0.9403409090909092,0.9044766708701135,0.0,0.35250098786491996,0.3850240367268081,0.23481344072134688,0.3106874464114591,0.4737259665173698,0.24142373149161353,1
544,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1431111194666877,0.370029153638814,0.908339215488555,0.0067036480256564435,0.5193790584415584,0.7748003362757461,1.0,0.3326314516194807,0.31265515174983716,0.24453471716721067,0.5456700458970092,0.4602620689275905,0.17627962630200597,1
1048,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.057504467989759216,0.47220442048517525,0.3938721594349142,0.12848902585688513,0.7202,0.5349,0.0,0.9055247940303163,0.7592884093707,0.7805178268251274,0.12776359389429082,0.16889142212680455,1.0,0
1098,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1001077781873895,0.40605509433962267,0.3836649545913219,0.1009697334135097,0.771,0.53,0.0,0.8653159547849173,0.7233472580399529,0.7318760611205433,0.1222228257917323,0.19102697872895594,1.0,0
841,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05850454569392894,0.5263450997304582,0.8208735620585267,0.11067653838444577,0.1967,0.4051,1.0,0.9876007381475134,0.7370059511646335,0.9671901528013583,0.5539681677440382,0.4604144904097389,1.0,0
